date,bill_number,total,paid_cash,paid_card,paid_customer_card,user
17.01.2018,92716,"109,74","109,74",,,Marie
17.01.2018,92737,"34,64","34,64",,,Alex
17.01.2018,92739,"33,2","33,2",,,Marie
17.01.2018,92836,"12,5","12,5",,,Anna
17.01.2018,92837,"38,83","38,83",,,Anna
17.01.2018,92950,"103,48","103,48",,,Alex
17.01.2018,93210,"8,86",,,"8,86",Alex
17.01.2018,93215,"6,74",,,"6,74",Alex
17.01.2018,93231,"34,27","34,27",,,Alex
17.01.2018,93379,"34,33",,"34,33",,Alex
17.01.2018,93398,"36,87","36,87",,,Alex
17.01.2018,93425,"7,61","7,61",,,Marie
17.01.2018,93479,"118,03","118,03",,,Marie
17.01.2018,93640,"44,2","44,2",,,Alex
17.01.2018,93811,"51,47","51,47",,,Alex
17.01.2018,93823,"111,47","111,47",,,Alex
17.01.2018,93882,"92,3","92,3",,,Alex
17.01.2018,93993,"118,99","118,99",,,Marie
17.01.2018,94128,"52,52",,"52,52",,Marie
17.01.2018,94226,"7,48","7,48",,,Alex
17.01.2018,94401,"50,34","50,34",,,Marie
17.01.2018,94537,"92,51","92,51",,,Anna
17.01.2018,94569,"102,75","102,75",,,Anna
17.01.2018,94594,"105,03","105,03",,,Alex
17.01.2018,94768,"109,47","109,47",,,Alex
18.01.2018,94807,"110,02","110,02",,,Alex
18.01.2018,94857,"112,67",,"112,67",,Alex
18.01.2018,94925,91,91,,,Alex
18.01.2018,95017,"61,92","61,92",,,Alex
18.01.2018,95058,"88,71","88,71",,,Marie
18.01.2018,95059,"92,59","92,59",,,Marie
18.01.2018,95120,"61,19","61,19",,,Alex
18.01.2018,95163,"78,94",,"78,94",,Alex
18.01.2018,95249,"108,71","108,71",,,Alex
18.01.2018,95333,"79,15","79,15",,,Alex
18.01.2018,95603,"1,05","1,05",,,Alex
18.01.2018,95764,"41,73","41,73",,,Alex
18.01.2018,95999,"99,42","99,42",,,Marie
18.01.2018,96053,"110,82","110,82",,,Marie
18.01.2018,96076,"95,28",,"95,28",,Alex
18.01.2018,96258,"115,58","115,58",,,Marie
18.01.2018,96348,"99,82","99,82",,,Anna
18.01.2018,96367,"102,49",,"102,49",,Anna
18.01.2018,96423,"34,05","34,05",,,Alex
18.01.2018,96440,"101,56","101,56",,,Alex
18.01.2018,96498,"37,31","37,31",,,Alex
18.01.2018,96601,"58,75","58,75",,,Alex
18.01.2018,96664,"28,24","28,24",,,Alex
18.01.2018,96713,"67,53","67,53",,,Alex
18.01.2018,96739,"2,53","2,53",,,Marie
18.01.2018,96767,"30,61","30,61",,,Marie
18.01.2018,96928,"100,1",,"100,1",,Alex
18.01.2018,97127,"118,03","118,03",,,Alex
18.01.2018,97178,"26,62",,,"26,62",Alex
18.01.2018,97246,"43,57","43,57",,,Alex
18.01.2018,97254,"106,6","106,6",,,Marie
18.01.2018,97662,"49,89","49,89",,,Marie
18.01.2018,97674,"51,61","51,61",,,Alex
18.01.2018,97724,"14,58","14,58",,,Marie
18.01.2018,97758,"108,3","108,3",,,Anna
19.01.2018,98031,"68,13",,"68,13",,Anna
19.01.2018,98053,"54,06","54,06",,,Alex
19.01.2018,98431,"106,29","106,29",,,Alex
19.01.2018,98512,"3,69","3,69",,,Alex
19.01.2018,98635,"66,02","66,02",,,Alex
19.01.2018,98652,"15,74","15,74",,,Alex
19.01.2018,98788,"93,06",,,"93,06",Alex
19.01.2018,98788,"106,94","106,94",,,Marie
19.01.2018,98917,"58,8","58,8",,,Marie
19.01.2018,98994,"94,99","94,99",,,Alex
19.01.2018,99092,"2,58",,,"2,58",Alex
19.01.2018,99311,"69,55",,"69,55",,Alex
19.01.2018,99383,"82,93","82,93",,,Alex
19.01.2018,99424,"53,18","53,18",,,Marie
19.01.2018,99457,"4,32","4,32",,,Marie
19.01.2018,99665,"69,47","69,47",,,Alex
19.01.2018,99862,"42,69","42,69",,,Marie
19.01.2018,99903,"68,52",,"68,52",,Anna
19.01.2018,99986,"12,89","12,89",,,Anna
19.01.2018,100161,"38,24","38,24",,,Alex
19.01.2018,100178,"6,7",,,"6,7",Alex
19.01.2018,100274,"35,27","35,27",,,Alex
19.01.2018,100372,"109,38","109,38",,,Alex
19.01.2018,100408,"56,8","56,8",,,Alex
19.01.2018,100426,"54,71","54,71",,,Alex
19.01.2018,100577,"61,74","61,74",,,Marie
19.01.2018,100587,"31,42","31,42",,,Marie
19.01.2018,100929,"62,59",,"62,59",,Alex
19.01.2018,100980,"104,18",,"104,18",,Alex
19.01.2018,101045,"86,6","86,6",,,Alex
19.01.2018,101118,"19,2","19,2",,,Alex
19.01.2018,101253,"13,97","13,97",,,Marie
19.01.2018,101348,"112,82","112,82",,,Marie
19.01.2018,101357,"63,78","63,78",,,Alex
19.01.2018,101391,"50,56","50,56",,,Marie
20.01.2018,101419,"21,19",,"21,19",,Anna
20.01.2018,101658,"43,94","43,94",,,Anna
20.01.2018,101726,"89,28",,,"89,28",Alex
20.01.2018,101820,"8,61","8,61",,,Alex
20.01.2018,101956,"114,18","114,18",,,Alex
20.01.2018,101980,"40,86","40,86",,,Alex
20.01.2018,102073,"76,48","76,48",,,Alex
20.01.2018,102127,"89,45","89,45",,,Alex
20.01.2018,102152,"95,26","95,26",,,Marie
20.01.2018,102191,"11,39","11,39",,,Marie
20.01.2018,102220,"72,88","72,88",,,Alex
20.01.2018,102361,"58,04","58,04",,,Alex
20.01.2018,102383,"40,49","40,49",,,Alex
20.01.2018,102431,"80,16",,"80,16",,Alex
20.01.2018,102458,"118,11","118,11",,,Marie
20.01.2018,102497,"80,31","80,31",,,Marie
20.01.2018,102557,"91,44","91,44",,,Alex
20.01.2018,102703,"51,44","51,44",,,Marie
20.01.2018,102975,"54,61",,"54,61",,Anna
20.01.2018,102993,"52,87","52,87",,,Anna
20.01.2018,103018,"116,14","116,14",,,Alex
20.01.2018,103019,"116,91","116,91",,,Alex
20.01.2018,103179,"16,93","16,93",,,Alex
20.01.2018,103250,"1,51",,,"1,51",Alex
20.01.2018,103258,"34,99","34,99",,,Alex
20.01.2018,103279,"62,2","62,2",,,Alex
20.01.2018,103320,"39,37","39,37",,,Marie
20.01.2018,103379,"40,46","40,46",,,Marie
20.01.2018,103434,"23,9","23,9",,,Alex
20.01.2018,103634,"87,88","87,88",,,Alex
20.01.2018,103802,"8,21","8,21",,,Alex
20.01.2018,103805,"22,47","22,47",,,Alex
20.01.2018,103813,"40,58","40,58",,,Marie
21.01.2018,103824,"53,1",,"53,1",,Marie
21.01.2018,103858,"83,29",,"83,29",,Alex
21.01.2018,103967,"108,73","108,73",,,Marie
21.01.2018,104027,"32,32",,,"32,32",Anna
21.01.2018,104038,"63,21","63,21",,,Anna
21.01.2018,104178,"102,3","102,3",,,Alex
21.01.2018,104185,"30,6","30,6",,,Alex
21.01.2018,104281,"49,4",,"49,4",,Alex
21.01.2018,104312,"34,46","34,46",,,Alex
21.01.2018,104397,"112,83","112,83",,,Alex
21.01.2018,104460,"77,5","77,5",,,Alex
21.01.2018,104534,"81,68","81,68",,,Marie
21.01.2018,104554,"42,67","42,67",,,Marie
21.01.2018,104691,"39,97","39,97",,,Alex
21.01.2018,104888,"68,33","68,33",,,Alex
21.01.2018,105474,"16,54","16,54",,,Alex
21.01.2018,105764,"53,11","53,11",,,Alex
21.01.2018,105929,"73,42","73,42",,,Marie
21.01.2018,105933,"1,07",,,"1,07",Marie
21.01.2018,106117,"88,68","88,68",,,Alex
21.01.2018,106264,"44,77","44,77",,,Marie
21.01.2018,106367,"114,39","114,39",,,Anna
21.01.2018,106372,"18,88",,"18,88",,Anna
21.01.2018,106417,"88,54","88,54",,,Alex
21.01.2018,106448,"94,44",,"94,44",,Alex
21.01.2018,106509,"115,05",,"115,05",,Alex
21.01.2018,106548,"74,46","74,46",,,Alex
21.01.2018,106584,"84,51","84,51",,,Alex
21.01.2018,106645,"92,69","92,69",,,Alex
21.01.2018,106719,"82,97","82,97",,,Marie
21.01.2018,106835,"94,14","94,14",,,Marie
21.01.2018,107043,"109,67","109,67",,,Alex
21.01.2018,107065,"27,01","27,01",,,Alex
21.01.2018,107089,"104,58",,"104,58",,Alex
21.01.2018,107098,"80,82","80,82",,,Alex
21.01.2018,107306,"2,5",,"2,5",,Marie
21.01.2018,107349,"100,59","100,59",,,Marie
21.01.2018,107371,"40,12","40,12",,,Alex
21.01.2018,107389,"16,33","16,33",,,Marie
22.01.2018,107506,"32,76",,,"32,76",Anna
22.01.2018,107795,"13,8","13,8",,,Anna
22.01.2018,107869,"84,85","84,85",,,Alex
22.01.2018,108008,"19,45","19,45",,,Alex
22.01.2018,108040,"49,03","49,03",,,Alex
22.01.2018,108040,"95,74","95,74",,,Alex
22.01.2018,108222,"97,56","97,56",,,Alex
22.01.2018,108223,"13,51","13,51",,,Alex
22.01.2018,108546,"76,82","76,82",,,Marie
22.01.2018,108560,"73,18","73,18",,,Marie
22.01.2018,108601,"78,93","78,93",,,Alex
22.01.2018,108609,"2,29","2,29",,,Alex
22.01.2018,108618,"53,53","53,53",,,Alex
22.01.2018,108657,"116,67","116,67",,,Alex
22.01.2018,108754,"4,92","4,92",,,Marie
22.01.2018,108903,"53,97","53,97",,,Marie
22.01.2018,108960,"48,24","48,24",,,Alex
22.01.2018,108983,"71,98",,"71,98",,Marie
22.01.2018,109006,"95,67",,"95,67",,Anna
22.01.2018,109270,"68,64","68,64",,,Anna
22.01.2018,109451,"40,68",,"40,68",,Alex
22.01.2018,109696,"52,15",,"52,15",,Alex
22.01.2018,109754,"19,24",,"19,24",,Alex
22.01.2018,110123,"87,09","87,09",,,Alex
22.01.2018,110296,"29,31","29,31",,,Alex
22.01.2018,110320,"70,54","70,54",,,Alex
22.01.2018,110469,"21,28","21,28",,,Marie
22.01.2018,110522,"3,21",,"3,21",,Marie
22.01.2018,110542,"20,26","20,26",,,Alex
22.01.2018,110544,"106,17","106,17",,,Alex
22.01.2018,110699,"105,45","105,45",,,Alex
22.01.2018,110706,"113,12",,"113,12",,Alex
22.01.2018,110728,"36,24",,"36,24",,Marie
22.01.2018,110760,"42,6","42,6",,,Marie
22.01.2018,110769,"88,06","88,06",,,Alex
22.01.2018,110788,"7,23",,,"7,23",Marie
22.01.2018,110908,"28,87",,,"28,87",Anna
22.01.2018,111008,"59,46","59,46",,,Anna
22.01.2018,111124,"93,95","93,95",,,Alex
22.01.2018,111144,"64,66","64,66",,,Alex
23.01.2018,111165,"54,17","54,17",,,Alex
23.01.2018,111232,"52,19","52,19",,,Alex
23.01.2018,111294,"9,91",,,"9,91",Alex
23.01.2018,111302,"48,06","48,06",,,Alex
23.01.2018,111339,"61,22","61,22",,,Marie
23.01.2018,111555,"97,12",,"97,12",,Marie
23.01.2018,111560,"31,58","31,58",,,Alex
23.01.2018,111613,"66,55","66,55",,,Alex
23.01.2018,111637,"30,74","30,74",,,Alex
23.01.2018,111740,"106,3","106,3",,,Alex
23.01.2018,111796,"26,38","26,38",,,Alex
23.01.2018,111938,"46,47","46,47",,,Alex
23.01.2018,112112,"110,06","110,06",,,Marie
23.01.2018,112217,"29,57",,"29,57",,Marie
23.01.2018,112279,"100,03","100,03",,,Alex
23.01.2018,112478,"104,59",,"104,59",,Marie
23.01.2018,112548,"25,88","25,88",,,Anna
23.01.2018,112677,"103,46","103,46",,,Anna
23.01.2018,112738,"115,71","115,71",,,Alex
23.01.2018,112811,"52,54","52,54",,,Alex
23.01.2018,112892,"115,44","115,44",,,Alex
23.01.2018,112976,"99,52","99,52",,,Alex
23.01.2018,113086,"93,89",,"93,89",,Alex
23.01.2018,113191,"106,25","106,25",,,Alex
23.01.2018,113215,"59,87","59,87",,,Marie
23.01.2018,113268,"98,63","98,63",,,Marie
23.01.2018,113270,"99,86",,"99,86",,Alex
23.01.2018,113351,"30,74","30,74",,,Alex
23.01.2018,113527,"19,97",,,"19,97",Alex
23.01.2018,113534,"10,33","10,33",,,Alex
23.01.2018,113722,"16,89","16,89",,,Marie
23.01.2018,113917,"61,36",,"61,36",,Marie
24.01.2018,114052,"63,73","63,73",,,Alex
24.01.2018,114153,"98,42",,"98,42",,Marie
24.01.2018,114203,"19,92","19,92",,,Anna
24.01.2018,114211,"61,92","61,92",,,Anna
24.01.2018,114393,"94,68",,"94,68",,Alex
24.01.2018,114770,"100,63","100,63",,,Alex
24.01.2018,114851,"25,17","25,17",,,Alex
24.01.2018,114875,"105,92",,"105,92",,Alex
24.01.2018,114882,"28,03",,,"28,03",Alex
24.01.2018,114901,"96,96","96,96",,,Alex
24.01.2018,115123,"8,53",,"8,53",,Marie
24.01.2018,115223,"21,67","21,67",,,Marie
24.01.2018,115358,"46,85","46,85",,,Alex
24.01.2018,115418,"11,14","11,14",,,Alex
24.01.2018,115538,"98,5","98,5",,,Alex
24.01.2018,115546,"33,68","33,68",,,Alex
24.01.2018,115642,"33,24","33,24",,,Marie
24.01.2018,115712,72,72,,,Marie
24.01.2018,115715,"26,33","26,33",,,Alex
24.01.2018,115814,"74,95",,"74,95",,Marie
24.01.2018,115986,"108,17","108,17",,,Anna
24.01.2018,116014,"7,6",,,"7,6",Anna
24.01.2018,116414,"74,92","74,92",,,Alex
24.01.2018,116474,"111,39","111,39",,,Alex
24.01.2018,116540,"74,24","74,24",,,Alex
24.01.2018,116560,"16,21","16,21",,,Alex
24.01.2018,116812,"96,88",,"96,88",,Alex
24.01.2018,117035,"45,5","45,5",,,Alex
24.01.2018,117120,"89,7","89,7",,,Marie
24.01.2018,117357,"7,72","7,72",,,Marie
24.01.2018,117379,"29,98",,"29,98",,Alex
25.01.2018,117711,"9,57",,,"9,57",Alex
25.01.2018,117847,"13,09",,"13,09",,Alex
25.01.2018,117903,"36,7","36,7",,,Alex
25.01.2018,117918,"46,71",,"46,71",,Marie
25.01.2018,117925,"74,27","74,27",,,Marie
25.01.2018,118083,"98,19","98,19",,,Alex
25.01.2018,118115,"31,37","31,37",,,Marie
25.01.2018,118151,"59,42","59,42",,,Anna
25.01.2018,118197,"1,18",,,"1,18",Anna
25.01.2018,118475,"9,79","9,79",,,Alex
25.01.2018,118549,"60,4","60,4",,,Alex
25.01.2018,118682,"43,9","43,9",,,Alex
25.01.2018,118714,"107,95",,"107,95",,Alex
25.01.2018,118776,19,,,19,Alex
25.01.2018,118822,"89,39","89,39",,,Alex
25.01.2018,119126,"63,68","63,68",,,Marie
25.01.2018,119141,"60,09",,"60,09",,Marie
25.01.2018,119237,"112,91","112,91",,,Alex
25.01.2018,119338,"86,33","86,33",,,Alex
25.01.2018,119346,"110,62","110,62",,,Alex
25.01.2018,119399,"90,14","90,14",,,Alex
25.01.2018,119404,"67,05","67,05",,,Marie
25.01.2018,119501,"58,77","58,77",,,Marie
25.01.2018,119522,"73,55",,"73,55",,Alex
25.01.2018,119794,"115,34","115,34",,,Marie
25.01.2018,119801,"81,38","81,38",,,Anna
25.01.2018,119930,"53,27","53,27",,,Anna
25.01.2018,119998,"77,86","77,86",,,Alex
26.01.2018,120009,"85,73",,"85,73",,Alex
26.01.2018,120315,"108,46","108,46",,,Alex
26.01.2018,120403,"83,05","83,05",,,Alex
26.01.2018,120503,"47,68",,"47,68",,Alex
26.01.2018,120588,"119,58",,"119,58",,Alex
26.01.2018,120654,"105,32",,"105,32",,Marie
26.01.2018,120691,"78,66","78,66",,,Marie
26.01.2018,120838,"9,35",,"9,35",,Alex
26.01.2018,121210,"104,59",,,"104,59",Alex
26.01.2018,121226,"1,26",,,"1,26",Alex
26.01.2018,121244,"67,06","67,06",,,Alex
26.01.2018,121264,"15,19",,"15,19",,Marie
26.01.2018,121306,"112,73","112,73",,,Marie
26.01.2018,121378,"31,09",,"31,09",,Alex
26.01.2018,121454,"82,09",,"82,09",,Marie
26.01.2018,121639,"22,08","22,08",,,Anna
26.01.2018,121744,"14,13","14,13",,,Anna
26.01.2018,121747,"45,9","45,9",,,Alex
26.01.2018,121770,"104,17","104,17",,,Alex
26.01.2018,121787,"111,78","111,78",,,Alex
26.01.2018,121928,"2,55","2,55",,,Alex
26.01.2018,121985,"109,97","109,97",,,Alex
26.01.2018,122085,"14,49","14,49",,,Alex
26.01.2018,122143,"14,17",,,"14,17",Marie
26.01.2018,122552,"2,16",,"2,16",,Marie
26.01.2018,122619,"118,11",,"118,11",,Alex
26.01.2018,122789,"94,87","94,87",,,Alex
26.01.2018,122872,"102,76","102,76",,,Alex
26.01.2018,122906,"48,16","48,16",,,Alex
27.01.2018,123022,"62,39","62,39",,,Marie
27.01.2018,123061,"7,1",,,"7,1",Marie
27.01.2018,123157,"114,91","114,91",,,Alex
27.01.2018,123310,"4,85",,,"4,85",Marie
27.01.2018,123328,"55,79","55,79",,,Anna
27.01.2018,123367,"35,54","35,54",,,Anna
27.01.2018,123373,"19,9","19,9",,,Alex
27.01.2018,123416,"62,92","62,92",,,Alex
27.01.2018,123421,"81,24","81,24",,,Alex
27.01.2018,123421,"14,26","14,26",,,Alex
27.01.2018,123438,"78,52","78,52",,,Alex
27.01.2018,123489,"85,49","85,49",,,Alex
27.01.2018,123515,"93,63",,"93,63",,Marie
27.01.2018,123621,"59,14","59,14",,,Marie
27.01.2018,123702,"24,49","24,49",,,Alex
27.01.2018,123742,"93,49","93,49",,,Alex
27.01.2018,123906,"14,2",,,"14,2",Alex
27.01.2018,123969,"3,75",,,"3,75",Alex
27.01.2018,124045,"116,83","116,83",,,Marie
27.01.2018,124055,"90,59","90,59",,,Marie
27.01.2018,124079,"71,72","71,72",,,Alex
27.01.2018,124352,"36,32","36,32",,,Marie
27.01.2018,124388,"82,78","82,78",,,Anna
27.01.2018,124470,"63,29",,"63,29",,Anna
27.01.2018,124675,"67,09","67,09",,,Alex
27.01.2018,124712,"2,83",,"2,83",,Alex
27.01.2018,124720,"25,87","25,87",,,Alex
27.01.2018,124721,"76,62","76,62",,,Alex
27.01.2018,124770,"62,53","62,53",,,Alex
27.01.2018,124815,"66,63","66,63",,,Alex
27.01.2018,124834,"87,89","87,89",,,Marie
28.01.2018,124953,"59,24","59,24",,,Marie
28.01.2018,124975,"32,19","32,19",,,Alex
28.01.2018,125247,"82,99","82,99",,,Alex
28.01.2018,125359,"93,93","93,93",,,Alex
28.01.2018,125493,"87,04","87,04",,,Alex
28.01.2018,125503,"80,51","80,51",,,Marie
28.01.2018,125518,"39,51",,"39,51",,Marie
28.01.2018,125578,"93,79",,"93,79",,Alex
28.01.2018,125755,"60,96",,"60,96",,Marie
28.01.2018,126322,"58,58","58,58",,,Anna
28.01.2018,126507,"70,42","70,42",,,Anna
28.01.2018,126515,"50,18","50,18",,,Alex
28.01.2018,126867,"48,95","48,95",,,Alex
28.01.2018,127075,"40,43","40,43",,,Alex
28.01.2018,127113,"114,52","114,52",,,Alex
28.01.2018,127358,"101,22","101,22",,,Alex
28.01.2018,127360,"78,47","78,47",,,Alex
28.01.2018,127406,"78,03",,"78,03",,Marie
28.01.2018,127459,"11,93",,,"11,93",Marie
28.01.2018,127652,"5,04",,"5,04",,Alex
28.01.2018,127759,"43,21","43,21",,,Alex
28.01.2018,127784,"54,59","54,59",,,Alex
28.01.2018,127803,"42,24","42,24",,,Alex
28.01.2018,127817,"96,23","96,23",,,Marie
28.01.2018,127854,"62,68",,"62,68",,Marie
28.01.2018,127987,"25,15",,"25,15",,Alex
28.01.2018,128591,"50,88",,"50,88",,Marie
28.01.2018,128825,"55,27",,"55,27",,Anna
28.01.2018,128858,"5,24",,,"5,24",Anna
28.01.2018,128871,"13,59","13,59",,,Alex
28.01.2018,129010,"73,98","73,98",,,Alex
28.01.2018,129017,"17,63","17,63",,,Alex
28.01.2018,129030,"18,28","18,28",,,Alex
28.01.2018,129066,"32,52","32,52",,,Alex
28.01.2018,129381,"91,78","91,78",,,Alex
28.01.2018,129539,"3,53","3,53",,,Marie
28.01.2018,129544,"37,17","37,17",,,Marie
28.01.2018,129688,"18,68","18,68",,,Alex
28.01.2018,129776,"103,71","103,71",,,Alex
29.01.2018,129814,"106,62",,"106,62",,Alex
29.01.2018,129876,"30,13",,,"30,13",Alex
29.01.2018,129907,"44,71","44,71",,,Alex
29.01.2018,130013,"31,51","31,51",,,Alex
29.01.2018,130030,99,99,,,Marie
29.01.2018,130274,"69,54","69,54",,,Marie
29.01.2018,130302,"95,75","95,75",,,Alex
29.01.2018,130390,"83,89","83,89",,,Marie
29.01.2018,130478,"64,28","64,28",,,Anna
29.01.2018,130499,"93,61","93,61",,,Anna
29.01.2018,130517,"39,96","39,96",,,Alex
29.01.2018,130572,"113,18","113,18",,,Alex
29.01.2018,130610,"31,03","31,03",,,Alex
29.01.2018,130779,"116,07","116,07",,,Alex
29.01.2018,131038,"81,05","81,05",,,Alex
29.01.2018,131156,"46,79","46,79",,,Alex
29.01.2018,131194,"32,59","32,59",,,Marie
29.01.2018,131259,"92,68","92,68",,,Marie
29.01.2018,131395,"46,52","46,52",,,Alex
29.01.2018,131449,"90,17","90,17",,,Alex
29.01.2018,131574,"34,16","34,16",,,Alex
29.01.2018,131604,"32,37","32,37",,,Alex
29.01.2018,131682,"53,42",,"53,42",,Marie
29.01.2018,131740,"101,97",,"101,97",,Marie
29.01.2018,131773,"59,1","59,1",,,Alex
29.01.2018,131885,"40,95","40,95",,,Marie
29.01.2018,132194,94,94,,,Anna
29.01.2018,132297,"87,65",,,"87,65",Anna
29.01.2018,132300,"62,43",,,"62,43",Alex
30.01.2018,132337,"52,76",,"52,76",,Alex
30.01.2018,132380,"67,85","67,85",,,Alex
30.01.2018,132403,"69,25","69,25",,,Alex
30.01.2018,132469,"16,13","16,13",,,Alex
30.01.2018,132555,"66,23","66,23",,,Alex
30.01.2018,132648,"109,22","109,22",,,Marie
30.01.2018,132677,"4,11","4,11",,,Marie
30.01.2018,132693,"83,87","83,87",,,Alex
30.01.2018,132732,"104,2","104,2",,,Alex
30.01.2018,132758,"114,29","114,29",,,Alex
30.01.2018,133161,"33,91","33,91",,,Alex
30.01.2018,133435,"50,93","50,93",,,Marie
30.01.2018,133463,"16,93","16,93",,,Marie
30.01.2018,133668,"79,69","79,69",,,Alex
30.01.2018,133788,"75,68","75,68",,,Marie
30.01.2018,133847,"95,76","95,76",,,Anna
30.01.2018,133989,"41,69","41,69",,,Anna
30.01.2018,133989,"55,74","55,74",,,Alex
30.01.2018,134048,"81,09","81,09",,,Alex
30.01.2018,134207,"65,26",,"65,26",,Alex
30.01.2018,134225,"92,05",,"92,05",,Alex
30.01.2018,134287,"47,84",,,"47,84",Alex
30.01.2018,134299,"91,51","91,51",,,Alex
