date,bill_number,total,paid_cash,paid_card,paid_customer_card,user
15.02.2018,135852,"59,67","59,67",,,Alex
15.02.2018,135853,"63,62","63,62",,,Marie
15.02.2018,135854,"36,61","36,61",,,Anna
15.02.2018,135855,"75,45",,"75,45",,Marie
15.02.2018,135856,"74,21","74,21",,,Marie
15.02.2018,135857,"6,81","6,81",,,Marie
15.02.2018,135858,"19,71","19,71",,,Marie
15.02.2018,135859,"117,19","117,19",,,Alex
15.02.2018,135860,"11,13","11,13",,,Anna
15.02.2018,135861,"14,16",,"14,16",,Anna
15.02.2018,135862,"26,42",,"26,42",,Anna
15.02.2018,135863,"50,54","50,54",,,Anna
15.02.2018,135864,"12,55",,"12,55",,Alex
15.02.2018,135865,"17,73","17,73",,,Alex
16.02.2018,135866,"104,63","104,63",,,Alex
16.02.2018,135867,"8,94","8,94",,,Marie
16.02.2018,135868,"61,16",,"61,16",,Marie
16.02.2018,135869,"65,42",,"65,42",,Marie
16.02.2018,135870,118,,118,,Marie
16.02.2018,135871,72,72,,,Marie
16.02.2018,135872,"52,07",,"52,07",,Marie
16.02.2018,135873,"106,94","106,94",,,Marie
16.02.2018,135874,"78,08","78,08",,,Anna
16.02.2018,135875,"87,71",,"87,71",,Anna
16.02.2018,135876,"16,2","16,2",,,Marie
16.02.2018,135877,"89,3","89,3",,,Anna
16.02.2018,135878,"118,76","118,76",,,Alex
16.02.2018,135879,"16,02","16,02",,,Alex
16.02.2018,135880,"20,37","20,37",,,Alex
16.02.2018,135881,"12,41","12,41",,,Marie
16.02.2018,135882,"86,39","86,39",,,Anna
16.02.2018,135883,"70,06","70,06",,,Marie
16.02.2018,135884,"46,52","46,52",,,Marie
16.02.2018,135885,"7,6",,"7,6",,Marie
16.02.2018,135886,"112,94","112,94",,,Marie
16.02.2018,135887,"112,04",,"112,04",,Alex
16.02.2018,135888,"54,38","54,38",,,Anna
16.02.2018,135889,"48,57","48,57",,,Anna
16.02.2018,135890,"86,44",,"86,44",,Anna
16.02.2018,135891,"73,97",,"73,97",,Anna
16.02.2018,135892,"31,47","31,47",,,Alex
16.02.2018,135893,"80,95","80,95",,,Alex
16.02.2018,135894,"113,94","113,94",,,Alex
16.02.2018,135895,"32,78","32,78",,,Marie
16.02.2018,135896,"108,15","108,15",,,Marie
16.02.2018,135897,"38,28","38,28",,,Marie
16.02.2018,135898,"113,78",,"113,78",,Marie
16.02.2018,135899,"42,41",,"42,41",,Marie
16.02.2018,135900,"7,13",,,"7,13",Marie
16.02.2018,135901,"77,25",,"77,25",,Marie
16.02.2018,135902,"31,23","31,23",,,Anna
17.02.2018,135903,"3,26","3,26",,,Anna
17.02.2018,135904,"86,03","86,03",,,Marie
17.02.2018,135905,"73,09","73,09",,,Anna
17.02.2018,135906,"9,56","9,56",,,Alex
17.02.2018,135907,"7,09",,"7,09",,Alex
17.02.2018,135908,"119,16","119,16",,,Alex
17.02.2018,135909,"78,95","78,95",,,Marie
17.02.2018,135910,"36,21","36,21",,,Anna
17.02.2018,135911,"24,83",,"24,83",,Marie
17.02.2018,135912,"5,25",,,"5,25",Marie
17.02.2018,135913,"98,54","98,54",,,Marie
17.02.2018,135914,"45,91","45,91",,,Marie
17.02.2018,135915,"37,54","37,54",,,Alex
17.02.2018,135916,"75,76","75,76",,,Anna
17.02.2018,135917,"28,8","28,8",,,Anna
17.02.2018,135918,"38,05","38,05",,,Anna
17.02.2018,135919,"51,46","51,46",,,Anna
17.02.2018,135920,"10,93","10,93",,,Alex
17.02.2018,135921,"24,99",,"24,99",,Alex
17.02.2018,135922,"50,99","50,99",,,Alex
17.02.2018,135923,"113,16",,"113,16",,Marie
17.02.2018,135924,"11,68",,"11,68",,Marie
17.02.2018,135925,"29,1","29,1",,,Marie
17.02.2018,135926,"24,67",,"24,67",,Marie
17.02.2018,135927,"38,25",,"38,25",,Marie
17.02.2018,135928,"100,41",,"100,41",,Marie
17.02.2018,135929,"35,99","35,99",,,Marie
17.02.2018,135930,"55,82","55,82",,,Anna
17.02.2018,135931,"17,8","17,8",,,Anna
17.02.2018,135932,"34,34","34,34",,,Marie
17.02.2018,135933,"103,32",,"103,32",,Anna
17.02.2018,135934,"14,66","14,66",,,Alex
17.02.2018,135935,"69,38","69,38",,,Alex
17.02.2018,135936,"113,78","113,78",,,Alex
17.02.2018,135937,"48,59","48,59",,,Marie
17.02.2018,135938,"83,57","83,57",,,Anna
17.02.2018,135939,"18,23","18,23",,,Marie
17.02.2018,135940,"58,21","58,21",,,Marie
17.02.2018,135941,"118,92",,"118,92",,Marie
17.02.2018,135942,"110,45",,"110,45",,Marie
17.02.2018,135943,"13,62","13,62",,,Alex
17.02.2018,135944,"80,5","80,5",,,Anna
17.02.2018,135945,"31,84","31,84",,,Anna
18.02.2018,135946,"85,78","85,78",,,Anna
18.02.2018,135947,"53,38","53,38",,,Anna
18.02.2018,135948,"72,4","72,4",,,Alex
18.02.2018,135949,"7,51","7,51",,,Alex
18.02.2018,135950,"106,67","106,67",,,Alex
18.02.2018,135951,"88,94","88,94",,,Marie
18.02.2018,135952,"13,84","13,84",,,Marie
18.02.2018,135953,"27,14",,"27,14",,Marie
18.02.2018,135954,"52,71","52,71",,,Marie
18.02.2018,135955,"93,41",,"93,41",,Marie
18.02.2018,135956,"10,27",,,"10,27",Marie
18.02.2018,135957,"25,36","25,36",,,Marie
18.02.2018,135958,"87,04",,"87,04",,Anna
18.02.2018,135959,20,,,20,Anna
18.02.2018,135960,"98,01","98,01",,,Marie
18.02.2018,135961,"106,6","106,6",,,Anna
18.02.2018,135962,"32,45","32,45",,,Alex
18.02.2018,135963,"84,12","84,12",,,Alex
18.02.2018,135964,"9,03","9,03",,,Alex
18.02.2018,135965,"14,53","14,53",,,Marie
18.02.2018,135966,"43,76","43,76",,,Anna
18.02.2018,135967,"72,01","72,01",,,Marie
18.02.2018,135968,"106,19","106,19",,,Marie
18.02.2018,135969,"91,74","91,74",,,Marie
18.02.2018,135970,"96,44","96,44",,,Marie
18.02.2018,135971,"92,47","92,47",,,Alex
18.02.2018,135972,"32,91",,"32,91",,Anna
18.02.2018,135973,"102,02","102,02",,,Anna
18.02.2018,135974,"13,86","13,86",,,Anna
18.02.2018,135975,"6,07",,,"6,07",Anna
18.02.2018,135976,"91,29","91,29",,,Alex
18.02.2018,135977,"38,86","38,86",,,Alex
19.02.2018,135978,"39,95","39,95",,,Alex
19.02.2018,135979,"39,27",,"39,27",,Marie
19.02.2018,135980,"97,01","97,01",,,Marie
19.02.2018,135981,"52,16","52,16",,,Marie
19.02.2018,135982,"63,28",,"63,28",,Marie
19.02.2018,135983,"52,63","52,63",,,Marie
19.02.2018,135984,"37,59","37,59",,,Marie
19.02.2018,135985,"91,96","91,96",,,Marie
19.02.2018,135986,"28,32","28,32",,,Anna
19.02.2018,135987,"62,48","62,48",,,Anna
19.02.2018,135988,"17,97",,,"17,97",Marie
19.02.2018,135989,"74,79","74,79",,,Anna
19.02.2018,135990,"42,37","42,37",,,Alex
19.02.2018,135991,"64,35","64,35",,,Alex
19.02.2018,135992,"60,36",,"60,36",,Alex
19.02.2018,135993,"32,61","32,61",,,Marie
19.02.2018,135994,"61,67",,"61,67",,Anna
19.02.2018,135995,"6,82",,,"6,82",Marie
19.02.2018,135996,"70,13",,"70,13",,Marie
19.02.2018,135997,"64,26",,"64,26",,Marie
19.02.2018,135998,"24,2",,"24,2",,Marie
19.02.2018,135999,"5,8",,"5,8",,Alex
19.02.2018,136000,"117,49","117,49",,,Anna
19.02.2018,136001,"48,13",,,"48,13",Anna
19.02.2018,136002,"92,6","92,6",,,Anna
19.02.2018,136003,"91,5","91,5",,,Anna
19.02.2018,136004,"20,68",,,"20,68",Alex
19.02.2018,136005,"42,53",,"42,53",,Alex
19.02.2018,136006,"107,76",,"107,76",,Alex
19.02.2018,136007,"44,02","44,02",,,Marie
19.02.2018,136008,"70,77","70,77",,,Marie
19.02.2018,136009,"3,86","3,86",,,Marie
20.02.2018,136010,"13,4","13,4",,,Marie
20.02.2018,136011,"99,61","99,61",,,Marie
20.02.2018,136012,"115,7","115,7",,,Marie
20.02.2018,136013,"113,45","113,45",,,Marie
20.02.2018,136014,"59,11","59,11",,,Anna
20.02.2018,136015,"85,92","85,92",,,Anna
20.02.2018,136016,"43,79",,"43,79",,Marie
20.02.2018,136017,"39,66","39,66",,,Anna
20.02.2018,136018,"61,74","61,74",,,Alex
20.02.2018,136019,"91,98",,"91,98",,Alex
20.02.2018,136020,"112,31","112,31",,,Alex
20.02.2018,136021,"19,14","19,14",,,Marie
20.02.2018,136022,"70,78","70,78",,,Anna
20.02.2018,136023,"102,01","102,01",,,Marie
20.02.2018,136024,"34,83","34,83",,,Marie
20.02.2018,136025,"77,08","77,08",,,Marie
20.02.2018,136026,"64,55","64,55",,,Marie
20.02.2018,136027,"101,91","101,91",,,Alex
20.02.2018,136028,"11,45","11,45",,,Anna
20.02.2018,136029,"30,25",,"30,25",,Anna
20.02.2018,136030,"118,67","118,67",,,Anna
20.02.2018,136031,"24,01",,"24,01",,Anna
20.02.2018,136032,"35,15","35,15",,,Alex
20.02.2018,136033,"85,62","85,62",,,Alex
20.02.2018,136034,"90,02","90,02",,,Alex
20.02.2018,136035,"27,95",,"27,95",,Marie
20.02.2018,136036,"64,31","64,31",,,Marie
20.02.2018,136037,"68,56","68,56",,,Marie
20.02.2018,136038,"70,91","70,91",,,Marie
20.02.2018,136039,85,85,,,Marie
20.02.2018,136040,"91,59","91,59",,,Marie
20.02.2018,136041,"53,25",,"53,25",,Marie
20.02.2018,136042,"118,07",,"118,07",,Anna
20.02.2018,136043,"103,04",,"103,04",,Anna
20.02.2018,136044,"81,15",,"81,15",,Marie
20.02.2018,136045,"4,48",,"4,48",,Anna
20.02.2018,136046,"13,59","13,59",,,Alex
20.02.2018,136047,"83,66","83,66",,,Alex
21.02.2018,136048,"98,39","98,39",,,Alex
21.02.2018,136049,"105,45","105,45",,,Marie
21.02.2018,136050,"36,29",,"36,29",,Anna
21.02.2018,136051,"66,93","66,93",,,Marie
21.02.2018,136052,"108,03","108,03",,,Marie
21.02.2018,136053,"12,38","12,38",,,Marie
21.02.2018,136054,"27,85","27,85",,,Marie
21.02.2018,136055,"46,63",,"46,63",,Alex
21.02.2018,136056,"4,95",,,"4,95",Anna
21.02.2018,136057,"97,35","97,35",,,Anna
21.02.2018,136058,"91,64","91,64",,,Anna
21.02.2018,136059,"82,07",,"82,07",,Anna
21.02.2018,136060,"114,55","114,55",,,Alex
21.02.2018,136061,"36,52","36,52",,,Alex
21.02.2018,136062,"119,59","119,59",,,Alex
21.02.2018,136063,"14,96","14,96",,,Marie
21.02.2018,136064,"22,3","22,3",,,Marie
21.02.2018,136065,"24,73",,"24,73",,Marie
21.02.2018,136066,"51,72",,,"51,72",Marie
21.02.2018,136067,"107,26",,"107,26",,Marie
21.02.2018,136068,"100,6",,"100,6",,Marie
21.02.2018,136069,"22,02",,,"22,02",Marie
21.02.2018,136070,"97,05","97,05",,,Anna
21.02.2018,136071,"66,56","66,56",,,Anna
21.02.2018,136072,"46,73",,"46,73",,Marie
21.02.2018,136073,"101,15",,"101,15",,Anna
21.02.2018,136074,"80,42","80,42",,,Alex
21.02.2018,136075,"2,5",,"2,5",,Alex
21.02.2018,136076,"117,42",,"117,42",,Alex
21.02.2018,136077,"45,1","45,1",,,Marie
21.02.2018,136078,"60,04","60,04",,,Anna
21.02.2018,136079,"25,4","25,4",,,Marie
21.02.2018,136080,108,108,,,Marie
21.02.2018,136081,"98,77","98,77",,,Marie
22.02.2018,136082,"47,8","47,8",,,Marie
22.02.2018,136083,"82,86","82,86",,,Alex
22.02.2018,136084,"97,13",,"97,13",,Anna
22.02.2018,136085,"105,94","105,94",,,Anna
22.02.2018,136086,"69,47","69,47",,,Anna
22.02.2018,136087,"119,2",,"119,2",,Anna
22.02.2018,136088,"117,88","117,88",,,Alex
22.02.2018,136089,"79,06","79,06",,,Alex
22.02.2018,136090,"86,62","86,62",,,Alex
22.02.2018,136091,"87,03","87,03",,,Marie
22.02.2018,136092,"9,3","9,3",,,Marie
22.02.2018,136093,"117,57","117,57",,,Marie
22.02.2018,136094,"65,21","65,21",,,Marie
22.02.2018,136095,"98,2","98,2",,,Marie
22.02.2018,136096,"8,12","8,12",,,Marie
22.02.2018,136097,"68,56","68,56",,,Marie
22.02.2018,136098,61,61,,,Anna
22.02.2018,136099,"8,48","8,48",,,Anna
22.02.2018,136100,"4,15","4,15",,,Marie
22.02.2018,136101,"49,5","49,5",,,Anna
22.02.2018,136102,"59,25",,"59,25",,Alex
22.02.2018,136103,"28,87",,"28,87",,Alex
22.02.2018,136104,"29,22",,"29,22",,Alex
22.02.2018,136105,"45,33",,"45,33",,Marie
22.02.2018,136106,"99,63","99,63",,,Anna
22.02.2018,136107,"74,71","74,71",,,Marie
22.02.2018,136108,"112,44","112,44",,,Marie
22.02.2018,136109,"98,27","98,27",,,Marie
22.02.2018,136110,"94,29","94,29",,,Marie
22.02.2018,136111,"106,6","106,6",,,Alex
22.02.2018,136112,"40,73","40,73",,,Anna
22.02.2018,136113,"106,32",,"106,32",,Anna
22.02.2018,136114,"113,93","113,93",,,Anna
22.02.2018,136115,"59,09","59,09",,,Anna
22.02.2018,136116,"94,76","94,76",,,Alex
22.02.2018,136117,"23,8","23,8",,,Alex
22.02.2018,136118,"8,86",,"8,86",,Alex
22.02.2018,136119,"16,55","16,55",,,Marie
23.02.2018,136120,"53,64","53,64",,,Marie
23.02.2018,136121,"83,77","83,77",,,Marie
23.02.2018,136122,"30,24","30,24",,,Marie
23.02.2018,136123,"75,95","75,95",,,Marie
23.02.2018,136124,"25,12","25,12",,,Marie
23.02.2018,136125,"95,22",,"95,22",,Marie
23.02.2018,136126,"57,46","57,46",,,Anna
23.02.2018,136127,"38,52","38,52",,,Anna
23.02.2018,136128,"112,55","112,55",,,Marie
23.02.2018,136129,"103,51","103,51",,,Anna
23.02.2018,136130,"68,02","68,02",,,Alex
23.02.2018,136131,"34,05",,"34,05",,Alex
23.02.2018,136132,"3,72","3,72",,,Alex
23.02.2018,136133,"103,69",,"103,69",,Marie
23.02.2018,136134,"10,6",,,"10,6",Anna
23.02.2018,136135,"104,55","104,55",,,Marie
23.02.2018,136136,"12,47",,"12,47",,Marie
23.02.2018,136137,"91,11","91,11",,,Marie
23.02.2018,136138,"95,66","95,66",,,Marie
23.02.2018,136139,"111,63","111,63",,,Alex
23.02.2018,136140,"25,38","25,38",,,Anna
23.02.2018,136141,"18,33",,,"18,33",Anna
23.02.2018,136142,"51,43","51,43",,,Anna
23.02.2018,136143,"48,94","48,94",,,Anna
23.02.2018,136144,"114,07",,"114,07",,Alex
23.02.2018,136145,"60,76","60,76",,,Alex
23.02.2018,136146,"16,36","16,36",,,Alex
23.02.2018,136147,"57,66","57,66",,,Marie
23.02.2018,136148,"47,16","47,16",,,Marie
23.02.2018,136149,"88,96","88,96",,,Marie
23.02.2018,136150,"67,73","67,73",,,Marie
23.02.2018,136151,"86,03","86,03",,,Marie
24.02.2018,136152,"38,78","38,78",,,Marie
24.02.2018,136153,"14,61","14,61",,,Marie
24.02.2018,136154,"116,57","116,57",,,Anna
24.02.2018,136155,"41,41","41,41",,,Anna
24.02.2018,136156,"65,29",,"65,29",,Marie
24.02.2018,136157,"75,74",,"75,74",,Anna
24.02.2018,136158,"84,51","84,51",,,Alex
24.02.2018,136159,"6,63","6,63",,,Alex
24.02.2018,136160,"103,96","103,96",,,Alex
24.02.2018,136161,"36,58","36,58",,,Marie
24.02.2018,136162,"69,61",,"69,61",,Anna
24.02.2018,136163,"90,53",,"90,53",,Marie
24.02.2018,136164,"48,87",,"48,87",,Marie
24.02.2018,136165,"104,75","104,75",,,Marie
24.02.2018,136166,"84,43","84,43",,,Marie
24.02.2018,136167,"67,17",,"67,17",,Alex
24.02.2018,136168,"11,18",,"11,18",,Anna
24.02.2018,136169,"51,88","51,88",,,Anna
24.02.2018,136170,"72,29","72,29",,,Anna
24.02.2018,136171,"102,77","102,77",,,Anna
24.02.2018,136172,"93,86","93,86",,,Alex
24.02.2018,136173,"40,53","40,53",,,Alex
24.02.2018,136174,"87,87","87,87",,,Alex
24.02.2018,136175,"102,01","102,01",,,Marie
24.02.2018,136176,"8,8",,,"8,8",Marie
24.02.2018,136177,"1,63","1,63",,,Marie
24.02.2018,136178,"60,8","60,8",,,Marie
24.02.2018,136179,"116,78","116,78",,,Marie
24.02.2018,136180,"99,01","99,01",,,Marie
24.02.2018,136181,"28,65",,"28,65",,Marie
24.02.2018,136182,"48,06","48,06",,,Anna
24.02.2018,136183,"18,55","18,55",,,Anna
24.02.2018,136184,"37,41","37,41",,,Marie
24.02.2018,136185,"90,49","90,49",,,Anna
24.02.2018,136186,"100,85","100,85",,,Alex
24.02.2018,136187,"69,97","69,97",,,Alex
24.02.2018,136188,"54,41","54,41",,,Alex
24.02.2018,136189,"107,99","107,99",,,Marie
24.02.2018,136190,"8,71","8,71",,,Anna
24.02.2018,136191,"15,04","15,04",,,Marie
24.02.2018,136192,"102,82","102,82",,,Marie
25.02.2018,136193,"99,78","99,78",,,Marie
25.02.2018,136194,"85,73","85,73",,,Marie
25.02.2018,136195,"41,77",,"41,77",,Alex
25.02.2018,136196,"5,7","5,7",,,Anna
25.02.2018,136197,"71,06",,"71,06",,Anna
25.02.2018,136198,"47,52","47,52",,,Anna
25.02.2018,136199,"73,11","73,11",,,Anna
25.02.2018,136200,"58,66","58,66",,,Alex
25.02.2018,136201,"20,48","20,48",,,Alex
25.02.2018,136202,"49,77","49,77",,,Alex
25.02.2018,136203,"5,16","5,16",,,Marie
25.02.2018,136204,"98,92",,"98,92",,Marie
25.02.2018,136205,"77,28","77,28",,,Marie
25.02.2018,136206,"64,05","64,05",,,Marie
25.02.2018,136207,"39,28",,"39,28",,Marie
25.02.2018,136208,"78,68","78,68",,,Marie
25.02.2018,136209,"106,95",,"106,95",,Marie
25.02.2018,136210,"78,19",,"78,19",,Anna
25.02.2018,136211,"24,54","24,54",,,Anna
25.02.2018,136212,"65,96","65,96",,,Marie
25.02.2018,136213,"7,27","7,27",,,Anna
25.02.2018,136214,"6,91",,"6,91",,Alex
25.02.2018,136215,"18,48","18,48",,,Alex
25.02.2018,136216,"59,56","59,56",,,Alex
25.02.2018,136217,"14,37",,"14,37",,Marie
25.02.2018,136218,"72,66","72,66",,,Anna
25.02.2018,136219,"25,42","25,42",,,Marie
25.02.2018,136220,"89,24","89,24",,,Marie
25.02.2018,136221,"101,36","101,36",,,Marie
25.02.2018,136222,"56,62","56,62",,,Marie
25.02.2018,136223,"68,51","68,51",,,Alex
25.02.2018,136224,"114,43",,"114,43",,Anna
25.02.2018,136225,"44,01",,"44,01",,Anna
25.02.2018,136226,"10,82","10,82",,,Anna
25.02.2018,136227,"101,49","101,49",,,Anna
26.02.2018,136228,"58,59","58,59",,,Alex
26.02.2018,136229,"82,72",,"82,72",,Alex
26.02.2018,136230,"70,39","70,39",,,Alex
26.02.2018,136231,"11,27","11,27",,,Marie
26.02.2018,136232,"43,11","43,11",,,Marie
26.02.2018,136233,"36,97","36,97",,,Marie
26.02.2018,136234,"102,51","102,51",,,Marie
26.02.2018,136235,"3,16",,,"3,16",Marie
26.02.2018,136236,"116,71","116,71",,,Marie
26.02.2018,136237,"112,17",,"112,17",,Marie
26.02.2018,136238,"99,28",,"99,28",,Anna
26.02.2018,136239,"83,74","83,74",,,Anna
26.02.2018,136240,"29,79","29,79",,,Marie
26.02.2018,136241,"101,23","101,23",,,Anna
26.02.2018,136242,"14,72","14,72",,,Alex
26.02.2018,136243,"51,77","51,77",,,Alex
26.02.2018,136244,"98,73","98,73",,,Alex
26.02.2018,136245,"97,61","97,61",,,Marie
26.02.2018,136246,"4,94","4,94",,,Anna
26.02.2018,136247,"17,84",,"17,84",,Marie
26.02.2018,136248,"28,25",,"28,25",,Marie
26.02.2018,136249,"29,75","29,75",,,Marie
26.02.2018,136250,"69,74","69,74",,,Marie
26.02.2018,136251,"11,17","11,17",,,Alex
26.02.2018,136252,"101,23","101,23",,,Anna
26.02.2018,136253,"65,3",,"65,3",,Anna
26.02.2018,136254,"30,89",,"30,89",,Anna
26.02.2018,136255,"57,51","57,51",,,Anna
26.02.2018,136256,"58,25",,"58,25",,Alex
26.02.2018,136257,"33,68","33,68",,,Alex
26.02.2018,136258,"33,1","33,1",,,Alex
26.02.2018,136259,"58,96","58,96",,,Marie
26.02.2018,136260,"58,45","58,45",,,Marie
26.02.2018,136261,"38,96","38,96",,,Marie
26.02.2018,136262,"105,38",,"105,38",,Marie
27.02.2018,136263,"95,96","95,96",,,Marie
27.02.2018,136264,"85,45",,"85,45",,Marie
27.02.2018,136265,"40,58","40,58",,,Marie
27.02.2018,136266,"96,85","96,85",,,Anna
27.02.2018,136267,"96,39",,"96,39",,Anna
27.02.2018,136268,"46,84","46,84",,,Marie
27.02.2018,136269,"75,11",,"75,11",,Anna
27.02.2018,136270,"23,32","23,32",,,Alex
27.02.2018,136271,"48,51","48,51",,,Alex
27.02.2018,136272,"30,84","30,84",,,Alex
27.02.2018,136273,"108,36",,"108,36",,Marie
27.02.2018,136274,"33,79","33,79",,,Anna
27.02.2018,136275,"28,08",,"28,08",,Marie
27.02.2018,136276,"77,41","77,41",,,Marie
27.02.2018,136277,"102,35","102,35",,,Marie
27.02.2018,136278,"90,21","90,21",,,Marie
27.02.2018,136279,"28,66","28,66",,,Alex
27.02.2018,136280,"11,12","11,12",,,Anna
27.02.2018,136281,"93,52","93,52",,,Anna
27.02.2018,136282,"9,31","9,31",,,Anna
27.02.2018,136283,"2,21","2,21",,,Anna
27.02.2018,136284,"92,1","92,1",,,Alex
27.02.2018,136285,"41,08",,"41,08",,Alex
27.02.2018,136286,"48,75",,"48,75",,Alex
27.02.2018,136287,"94,98","94,98",,,Marie
27.02.2018,136288,"57,76",,"57,76",,Marie
27.02.2018,136289,"17,32","17,32",,,Marie
27.02.2018,136290,"3,1","3,1",,,Marie
27.02.2018,136291,"101,13","101,13",,,Marie
27.02.2018,136292,"63,97","63,97",,,Marie
27.02.2018,136293,"87,22",,"87,22",,Marie
27.02.2018,136294,"7,81",,"7,81",,Anna
27.02.2018,136295,"87,54","87,54",,,Anna
27.02.2018,136296,"25,94","25,94",,,Marie
